,title,artist,week,time_wide,time_narrow,uri
1103,Ingen steder,['Laura Illeborg'],1998 27,man 29. juni 1998,29. jun,spotify:track:3YlrJqoKPWXOetHzZBNGsI
1104,Leave ‘em something to desire,['Sprinkler'],1998 26,man 22. juni 1998,22. jun,
1105,She will have her way,['Neil Finn'],1998 25,man 15. juni 1998,15. jun,spotify:track:2a7phJiRSRxIQBcW8FTGqD
1106,Looking For Love (Dave's Found You Edit),['Karen Ramirez'],1998 24,man 8. juni 1998,8. jun,spotify:track:1uBcc76BJhOAyPQ01WMkWY
1107,He got game,['Public Enemy'],1998 23,man 1. juni 1998,1. jun,spotify:track:7aRGb3vZGMLNpK2PEdUjdA
1108,The Rockafeller Skank,['Fatboy Slim'],1998 22,man 25. maj 1998,25. maj,spotify:track:48JrHJdke53Te8dQ9aWzvV
1109,Expansions,['Scott Grooves'],1998 21,man 18. maj 1998,18. maj,spotify:track:60KvtyYRIXJiuKFoiSNvNZ
1110,See You at the Railroads,['Superheroes'],1998 20,man 11. maj 1998,11. maj,spotify:track:10sxgf4WREuQDkZuuMQbIC
1111,En mÃ¦rkelig verden,['Jens K'],1998 19,man 4. maj 1998,4. maj,
1112,London Rain (Nothing Heals Me Like You Do),['Heather Nova'],1998 18,man 27. april 1998,27. apr,spotify:track:788yENksmgADTH7JZFaHfp
1113,Look Who's Perfect Now,['Transister'],1998 17,man 20. april 1998,20. apr,spotify:track:5fHVV8utVNRnqSjchLSUN8
1114,I'm a tree,['Imani Coppola'],1998 16,man 13. april 1998,13. apr,spotify:track:3bb5DCvevLkelzCxTPAYEn
1115,The Way,['Fastball'],1998 15,man 6. april 1998,6. apr,spotify:track:7IsEXPk6qqt30FfQv4SZMa
1116,Compute Us,['Dang'],1998 14,man 30. marts 1998,30. mar,
1117,Sin so well,['Rebekah'],1998 13,man 23. marts 1998,23. mar,spotify:track:3mUmd78qWMY1qxYgXgO0gT
1118,"No, No, No Part 2","[""Destiny's Child"", 'Wyclef Jean']",1998 12,man 16. marts 1998,16. mar,spotify:track:5kHgrRO3hMDPehtH9VhYQc
1119,Why Can't We Be Friends,['Smash Mouth'],1998 11,man 9. marts 1998,9. mar,spotify:track:36xIOmGAoanZWR0kAFKRNO
1120,Karaoke,['Baal'],1998 10,man 2. marts 1998,2. mar,spotify:track:1NBOeQZNs2odv2cuMxgzDe
1121,Hvor er tiden der ta'r os,['Inside The Whale'],1998 09,man 23. februar 1998,23. feb,spotify:track:6XGDmjVeEMr0wqecef67wV
1122,Take a dive with me,['Lois'],1998 08,man 16. februar 1998,16. feb,
1123,It's Like That,"['Jason Nevins', 'Run D.M.C.']",1998 07,man 9. februar 1998,9. feb,spotify:track:0CtkjgZpkgnW7U6WmHsakD
1124,I And I,['Taja Sevelle'],1998 06,man 2. februar 1998,2. feb,
1125,Be Strong Now,['James Iha'],1998 05,man 26. januar 1998,26. jan,
1126,Easy,['Velvet Belly'],1998 04,man 19. januar 1998,19. jan,spotify:track:4mOf3GKX3LqSEuOesjRPyJ
1127,Avenging Angels,['Space'],1998 03,man 12. januar 1998,12. jan,spotify:track:2HmEG370hlRKOTavnKewUH
1128,Stay,['Bernard Butler'],1998 02,man 5. januar 1998,5. jan,spotify:track:6SnUGtPs1ieKztvBPkruSC
1129,Ameno,['Era'],1998 01,man 29. december 1997,29. dec,spotify:track:7mfvOqsvzZaUl7sfbcNk4E
1130,I want an alien for christmas,['Fountains Of Wayne'],1997 52,man 22. december 1997,22. dec,spotify:track:33O5sjotRAcT8nwOeYXXEm
1131,This Is How We Party,['S.O.A.P.'],1997 51,man 15. december 1997,15. dec,spotify:track:42yb3aUH2iUYzbcIelm2f9
1132,Feeling Good,['Huff & Herb'],1997 50,man 8. december 1997,8. dec,
1133,Put your faith in me,['Alison Limerick'],1997 49,man 1. december 1997,1. dec,
1134,Girls in love,['Andreas Dorau'],1997 48,man 24. november 1997,24. nov,spotify:track:0i2DoOJUp7HgNiJoarZhTX
1135,I don't want to live forever,['Emotions'],1997 47,man 17. november 1997,17. nov,
1136,Innan mitt hjÃ¤rta fick sin form,['Idde Schultz'],1997 46,man 10. november 1997,10. nov,spotify:track:4LjVryQgYyzoif88gPEGsT
1137,You're the boss,['Dicte'],1997 45,man 3. november 1997,3. nov,spotify:track:6eeXCQttEZ8E2KEbArf4iN
1138,Sweet little secrets,['Annione'],1997 44,man 27. oktober 1997,27. okt,
1139,Bentley's Gonna Sort You Out,['Bentley Rhythm Ace'],1997 43,man 20. oktober 1997,20. okt,spotify:track:2GLl5SfGDhAEztVvEVRimA
1140,Firewalker,['Rickie Lee Jones'],1997 42,man 13. oktober 1997,13. okt,spotify:track:4PzRizdSFRJei1dq3aaHP9
1141,Crashing Cars,['Ruby Fruit Jungle'],1997 41,man 6. oktober 1997,6. okt,spotify:track:6FqmPti68Flu8ONiZfZGeV
1142,Four leaf clover,['Abra Moore'],1997 40,man 29. september 1997,29. sep,spotify:track:20AePDsEmKOiaTWYbKbeH5
1143,My Father's Son,['Conner Reeves'],1997 39,man 22. september 1997,22. sep,spotify:track:2Owdj9cBmI8KQ6yNI9bpEc
1144,Summertime,['The Sundays'],1997 38,man 15. september 1997,15. sep,spotify:track:4WrYLfuJg2wNLwvSRHZwxl
1145,Slide,['Junkster'],1997 37,man 8. september 1997,8. sep,
1146,Kiss and Tell,['Brownstone'],1997 36,man 1. september 1997,1. sep,spotify:track:6tWspN0NzHOde0JfvPGF5K
1147,No More Talk,['Dubstar'],1997 35,man 25. august 1997,25. aug,spotify:track:7tgHzM4uXxALrLgkBOCsGh
1148,So Little Time,['Arkarna'],1997 34,man 18. august 1997,18. aug,spotify:track:4zuJ2WhamXtMObfpXtwpFu
1149,Dentist Song,['Alive And Bonk'],1997 33,man 11. august 1997,11. aug,spotify:track:0ZEh13CmXNrjXc8apFdIE9
1150,Say What You Say,['Cath Coffey'],1997 32,man 4. august 1997,4. aug,
1151,Just another illusion,['Hurricane No 1'],1997 31,man 28. juli 1997,28. jul,
1152,Sex Life,['Geoffrey Williams'],1997 30,man 21. juli 1997,21. jul,spotify:track:74daUHjrOs2TBQ6T59qGIC
1153,Another Day,['Buckshot LeFonque'],1997 29,man 14. juli 1997,14. jul,spotify:track:2NFVxlk22coFkXoxV0MOIA
1154,Bitter Sweet Symphony,['The Verve'],1997 28,man 7. juli 1997,7. jul,spotify:track:57iDDD9N9tTWe75x6qhStw
1155,Guiding Star (Get Up),['Cast'],1997 27,man 30. juni 1997,30. jun,
1156,Alane,['Wes'],1997 26,man 23. juni 1997,23. jun,spotify:track:2wkoeulxiywQoKtniBbTHJ
1157,The One in the Glass,['Joey Tempest'],1997 25,man 16. juni 1997,16. jun,spotify:track:5xkgsUBIF2E2nPFD0Cu2JQ
1158,From disco to disco,['Whirlpool Productions'],1997 24,man 9. juni 1997,9. jun,spotify:track:4AmULZtflj3SktU5MPB6EK
1159,Frk. JÃ¸rgensen,['Pupil'],1997 23,man 2. juni 1997,2. jun,
1160,Bitter,['Jill Sobule'],1997 22,man 26. maj 1997,26. maj,spotify:track:0uLdTaZAV4xYQNltVMcSKy
1161,Sommer igen,['Bloom'],1997 21,man 19. maj 1997,19. maj,
1162,Step into my world,['Hurricane No 1'],1997 20,man 12. maj 1997,12. maj,spotify:track:0GMHV1F0HlzDxMt7UfNeQU
1163,Mmmbop,['Hanson'],1997 19,man 5. maj 1997,5. maj,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8
1164,Sometimes,['The Brand New Heavies'],1997 18,man 28. april 1997,28. apr,spotify:track:0z1171v11AOVAgqflaOtFU
1165,Whoopee,"['Blachman meets Al Agami', 'Remee']",1997 17,man 21. april 1997,21. apr,spotify:track:0uMxuaZEjn7HB6E5JSloP8
1166,Madness sadness,['Randi Laubek'],1997 16,man 14. april 1997,14. apr,spotify:track:6OJ6raVZpRD2lBGrPpacit
1167,Semi-Charmed Life,['Third Eye Blind'],1997 15,man 7. april 1997,7. apr,spotify:track:42et6fnHCw1HIPSrdPprMl
1168,Lie to Me,['Johnny Lang'],1997 14,man 31. marts 1997,31. mar,spotify:track:6DCALWbYX0BCOAGy0hMmRs
1169,I won't be there anymore,['Pockets'],1997 13,man 24. marts 1997,24. mar,spotify:track:2vX8v3F9OyC9LUcPP3UhUs
1170,Sommerferie zimmerroom,['Olesen-Olesen'],1997 12,man 17. marts 1997,17. mar,spotify:track:0tMiRxq1WTQnHIlthweIwf
1171,Big Daddy,['Heavy D'],1997 11,man 10. marts 1997,10. mar,spotify:track:1W9F8VPigP4dYlg1apN0gl
1172,Ain't Goin' to Goa,['Alabama 3'],1997 10,man 3. marts 1997,3. mar,spotify:track:4A2cqYIMqF8xybZV0p6j73
1173,Blow My Cool,['The Soundtrack Of Our Lives'],1997 09,man 24. februar 1997,24. feb,spotify:track:0r8dIEHEslxUFsLE9uNN1j
1174,You've Got A Lot To Answer For,['Catatonia'],1997 08,man 17. februar 1997,17. feb,spotify:track:00cZV8B1HJY2mkvOohwH2b
1175,Curly Kiss,['Yellowbellies'],1997 07,man 10. februar 1997,10. feb,spotify:track:0XVgkV1HERdYTKDY4SQoOC
1176,Your woman,['White Town'],1997 06,man 3. februar 1997,3. feb,spotify:track:4ACxa9buEUnOdYEoPcnMpi
1177,Clementine,['Mark Owen'],1997 05,man 27. januar 1997,27. jan,spotify:track:0Q5nnUYjVn25WuP8oNKbbm
1178,I breathe,['Vacuum'],1997 04,man 20. januar 1997,20. jan,spotify:track:3i1UaYknJfgb6XEEFOKZf3
1179,Sea of time,['Momb'],1997 03,man 13. januar 1997,13. jan,
1180,Brug dit hjerte som telefon,"['Paprika Steen', 'Martin Brygmann']",1997 02,man 6. januar 1997,6. jan,spotify:track:4WzDgcOSXQBGVnPhlESa9M
1181,AÃ¯cha,['Khaled'],1997 01,man 30. december 1996,30. dec,
1182,What I Got,['Sublime'],1996 52,man 23. december 1996,23. dec,spotify:track:3B4q6KbHbGV51HO3GznBFF
1183,Tapetklister,['Jumper'],1996 51,man 16. december 1996,16. dec,spotify:track:2Yp52Xa0AJzq2vZAH2zr4I
1184,Don't Speak,['No Doubt'],1996 50,man 9. december 1996,9. dec,spotify:track:6urCAbunOQI4bLhmGpX7iS
1185,Mandag,"['Strawberry Slaughterhouse', 'Maya Albana']",1996 49,man 2. december 1996,2. dec,
1186,TÃ¦nk pÃ¥ det,['Mig og Josephine'],1996 49,man 2. december 1996,2. dec,
1187,Hakuna Matata,['Swahili Nation'],1996 48,man 25. november 1996,25. nov,
1188,Colored People,['Dc Talk'],1996 47,man 18. november 1996,18. nov,spotify:track:4t7ix01Vh1QIZfKEeerLLZ
1189,Standing Outside a Broken Phone Booth With Money in My Hand,['Primitive Radio Gods'],1996 46,man 11. november 1996,11. nov,spotify:track:5hcer4MP5GeHqtSjDYx5AC
1190,No One Speaks,['Geneva'],1996 45,man 4. november 1996,4. nov,spotify:track:491hvsOLwZ0XAB26entp9v
1191,If You Want Me To Stay,['Eric BenÃ©t'],1996 44,man 28. oktober 1996,28. okt,spotify:track:2gM3JL6l1INKPh0vf0c8I7
1192,Taxi,['Dicte'],1996 43,man 21. oktober 1996,21. okt,spotify:track:1DJ9wR4ZExIcTMFeLUiGox
1193,You're Gorgeous,['Babybird'],1996 42,man 14. oktober 1996,14. okt,spotify:track:5COBer69wpwkCPPaLr1gFb
1194,Can't Take My Hands Off You,['Soultans'],1996 41,man 7. oktober 1996,7. okt,spotify:track:67waHqXFqYzBoRaP1vUmkf
1195,Barely Breathing,['Duncan Sheik'],1996 40,man 30. september 1996,30. sep,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS
1196,Counting Blue Cars,['Dishwalla'],1996 39,man 23. september 1996,23. sep,spotify:track:6B618H5CuCdEzcVs0NKTlt
1197,Upfield,['Billy Bragg'],1996 38,man 16. september 1996,16. sep,spotify:track:02GaxLCIXObRHB5xiqJYmm
1198,You Can't Have It,['Hotel Hunger'],1996 37,man 9. september 1996,9. sep,spotify:track:5l1yDXmdu2MKoSP87rDrFV
1199,It's Alright It's OK,['Leah Andreone'],1996 36,man 2. september 1996,2. sep,spotify:track:3VmMPFCqLlbELgN5hne7nu
1200,500 (Shake Baby Shake),['Lush'],1996 35,man 26. august 1996,26. aug,spotify:track:5Q9BVQOEHNMq0QGuUfZTkQ
1201,Summer Got The Color,['The Prisoner'],1996 34,man 19. august 1996,19. aug,
1202,Hats Off,['Savage Affair'],1996 33,man 12. august 1996,12. aug,spotify:track:33XuQmQ11RiHyqXeNCpKaU
1203,I Believe,['Booth And The Bad Angel'],1996 32,man 5. august 1996,5. aug,
1204,Lucky,['Lewis Taylor'],1996 29,man 15. juli 1996,15. jul,spotify:track:7J8yLEIzWZhmFQsP3Ba98S
1205,Good Enough,['Dodgy'],1996 28,man 8. juli 1996,8. jul,spotify:track:3uvTySdxejOSPEACJsajdW
1206,6th Avenue Heartache,['The Wallflowers'],1996 27,man 1. juli 1996,1. jul,spotify:track:1qEyqHR1xsj2MC4Qy0dsaI
1207,Summer Cannibals,['Patti Smith'],1996 26,man 24. juni 1996,24. jun,spotify:track:4DYuuaIJ05vMp1FaISwkyn
1208,Instinct,['Crowded House'],1996 25,man 17. juni 1996,17. jun,spotify:track:6IphBS9rEoLrPegAPkPH7F
1209,Forbidden City,['Electronic'],1996 24,man 10. juni 1996,10. jun,spotify:track:1RvBMrz5KrNh6wDA9RLEth
1210,Please Me,['Szhirley'],1996 23,man 3. juni 1996,3. jun,spotify:track:0F100kRNRn4sG5e1G96RFH
1211,Ahead by a Century,['The Tragically Hip'],1996 22,man 27. maj 1996,27. maj,spotify:track:2SVEOxPGB8Z8WikO4DppNA
1212,Ride,['Infinite Mass'],1996 21,man 20. maj 1996,20. maj,
1213,Fill Me Up,['Linda Perry'],1996 20,man 13. maj 1996,13. maj,spotify:track:0YQGhhSKoJ6HGDv00d2PsY
1214,On and On,['Longpigs'],1996 19,man 6. maj 1996,6. maj,
1215,While the Earth Sleeps,['Deep Forest'],1996 18,man 29. april 1996,29. apr,spotify:track:2h7PhkOzHG6aCH36ZdPui0
1216,A Design for Life,['Manic Street Preachers'],1996 17,man 22. april 1996,22. apr,spotify:track:0uJyE3M3ecGZgzltsQKs3a
1217,In the meantime,['Spacehog'],1996 16,man 15. april 1996,15. apr,spotify:track:02lTDOxHeXTHsdwXoz6lpC
1218,Cup Noodle Song,['Pineforest Crunch'],1996 15,man 8. april 1996,8. apr,spotify:track:5tOdEzJHjyoa3uuuxOmRuN
1219,Pleasurama,['Martin Hall'],1996 14,man 1. april 1996,1. apr,spotify:track:1ZzpU4Oc5gnLpCIJYn10yw
1220,He's on the phone,['Saint Etienne'],1996 13,man 25. marts 1996,25. mar,spotify:track:4k8kNOJS39aAQYyiWCqh8E
1221,Some Bridges,['Jackson Browne'],1996 12,man 18. marts 1996,18. mar,spotify:track:120o5bHdLGjdlSECocOzen
1222,Wir will ein Danmark,['Allan Olsen'],1996 11,man 11. marts 1996,11. mar,spotify:track:6ROT3JWtJKaTDUZGWikUI9
1223,Ridin' Low,"['L.A.D.', 'Darvy Traylor']",1996 10,man 4. marts 1996,4. mar,spotify:track:3PT25AfBT85mAQxqwyaLSh
1224,Who Are You,['Goldfinger'],1996 09,man 26. februar 1996,26. feb,spotify:track:3KddMuUB9PdFCEXgbQWAui
1225,Here Comes April,['Greene'],1996 08,man 19. februar 1996,19. feb,spotify:track:28IdpMR4pEOduMPqIIYwZ4
1226,Nu flyver Anton,['BjÃ¶rk'],1996 07,man 12. februar 1996,12. feb,
1227,Slight return,['The Bluetones'],1996 06,man 5. februar 1996,5. feb,spotify:track:3SyPTIK2xO4UhlpmKPsnK6
1228,Nothing sacred,['Jonatha Brooke'],1996 05,man 29. januar 1996,29. jan,spotify:track:2rxAQolk7m5xyUH7fiDIfP
1229,One of Us,['Joan Osborne'],1996 04,man 22. januar 1996,22. jan,spotify:track:1xNmF1Uep5OGutizZSbKvd
1230,Gettin' All Da' Babes,['Ro-Cee'],1996 03,man 15. januar 1996,15. jan,spotify:track:5tT3ki2rB8z3b5FBzLh5rv
1231,Stay home,['Eg'],1996 02,man 8. januar 1996,8. jan,spotify:track:3w1zhP6MhNaRM2sAYqC7x2
1232,Naked and Sacred,['Chynna Phillips'],1996 01,man 1. januar 1996,1. jan,spotify:track:3XrfwUK5XIgwGHSX5yLpe2
1233,She's Not In Love,['Kim Stockwood'],1995 52,man 25. december 1995,25. dec,spotify:track:6pNeDpXaDO7lJ8AoAmpJlS
1234,Jul (Little Isaac's Christmas Day),['NaÃ¯ve'],1995 51,man 18. december 1995,18. dec,
1235,Nobody Knows,['The Tony Rich Project'],1995 50,man 11. december 1995,11. dec,spotify:track:2PsHIonOTmX6bSrzIJSjyS
1236,Grouch Of The Day,['Squeeze'],1995 49,man 4. december 1995,4. dec,spotify:track:5C3LlQEADeaXcNgLb6cugK
1237,December Days,['Aud Wilken'],1995 48,man 27. november 1995,27. nov,
1238,December nat,['Maya Albana'],1995 48,man 27. november 1995,27. nov,
1239,Name,['Goo Goo Dolls'],1995 47,man 20. november 1995,20. nov,spotify:track:1G8jae4jD8mwkXdodqHsBM
1240,Bum Bum,['Irene Grandi'],1995 46,man 13. november 1995,13. nov,spotify:track:67UbKRlRF66be2pJ4JRREq
1241,You Don't Fool Me,['Queen'],1995 45,man 6. november 1995,6. nov,spotify:track:6DVF7xZCs6153tuM9NeyeG
1242,I Kissed a Girl,['Jill Sobule'],1995 44,man 30. oktober 1995,30. okt,spotify:track:2wbOO38fVqZj0Hz2nRe0Dz
1243,The World,['Nick Heyward'],1995 43,man 23. oktober 1995,23. okt,spotify:track:2sY0OlrHU7PZv7AFApUn3v
1244,Ocean Drive,['Lighthouse Family'],1995 42,man 16. oktober 1995,16. okt,spotify:track:6jHBlKpIKNflU51QlsJx3v
1245,King Of The Kerb,['Echobelly'],1995 41,man 9. oktober 1995,9. okt,spotify:track:5xvVqECUVNTBGbnPEzqn3I
1246,Part of You,['The Shout'],1995 40,man 2. oktober 1995,2. okt,
1247,Fiskarna i haven,['Idde Schultz'],1995 39,man 25. september 1995,25. sep,spotify:track:74k8Lrh6PG6aA3pRIF4GWm
1248,Dominion Road,['The Mutton Birds'],1995 38,man 18. september 1995,18. sep,spotify:track:0KzZWO3U2pxYVvJwpgOiIv
1249,Reader Meet Author,['Morrissey'],1995 37,man 11. september 1995,11. sep,spotify:track:3udGBEc3UEGHUxjj9zsY9E
1250,Do you sleep,['Lisa Loeb & Nine Stories'],1995 36,man 4. september 1995,4. sep,spotify:track:43RL5EuY4yHXDKIbvtHWJ7
1251,Flyvende sommer,['Sugar Honey Baby'],1995 35,man 28. august 1995,28. aug,
1252,Good Thing,['Rebecka TÃ¶rnqvist'],1995 34,man 21. august 1995,21. aug,spotify:track:2YtnggOozYXxbKccWUnrIu
1253,Back to Loving Arms,['King L'],1995 33,man 14. august 1995,14. aug,
1254,Run Around,['Bluestraveler'],1995 32,man 7. august 1995,7. aug,spotify:track:500Tkm3vJmVtdUwdCVxCTb
1255,Alright,['Supergrass'],1995 31,man 31. juli 1995,31. jul,spotify:track:5xC8uOesnn0udeXAYlAnoY
1256,Travelling Light,"['Tindersticks', 'Carla Torgerson']",1995 30,man 24. juli 1995,24. jul,spotify:track:0EYLkHLJSmJ2hMdtbTjaHQ
1257,Kiss me kiss me,['Caroline Henderson'],1995 29,man 17. juli 1995,17. jul,spotify:track:7zC6bWZkYWMPOqHhCSdd0P
1258,Goin' Through The Motions,['Me She & Her'],1995 28,man 10. juli 1995,10. jul,spotify:track:7fmzS7azIZVgxEs4Eps0xZ
1259,Hand in my pocket,['Alanis Morissette'],1995 27,man 3. juli 1995,3. jul,spotify:track:78kkknD87Eor8RDGY9Gyuv
1260,Show Me the Way,['Papa Wemba'],1995 26,man 26. juni 1995,26. jun,spotify:track:06VRtvY7hrL7dxVEccEmgg
1261,Common People,['Pulp'],1995 25,man 19. juni 1995,19. jun,spotify:track:2fXKyAyPrEa24c6PJyqznF
1262,Joy of creation,['Family Spirit'],1995 24,man 12. juni 1995,12. jun,spotify:track:3ZTqohX50PQPj5RH5IMDi9
1263,Yes,['McAlmont & Butler'],1995 23,man 5. juni 1995,5. jun,spotify:track:6joAGL5IuD66Qgcz049ObW
1264,King of Cool,['Naive'],1995 22,man 29. maj 1995,29. maj,spotify:track:5c9tr3YwFcyNFRPLNXbx9m
1265,Fragile,['Isaac Hayes'],1995 21,man 22. maj 1995,22. maj,spotify:track:7rJzK82yBKsNkCEovi7mj5
1266,Picking up the pieces,['Jakob Deichmann'],1995 20,man 15. maj 1995,15. maj,spotify:track:59nU58mX9GpcKm5f1lhR68
1267,Crown Imperial Song,['Weld'],1995 19,man 8. maj 1995,8. maj,spotify:track:7rIFJ3azRhVsmX7v6k4qYG
1268,The Scarlet Thing in You,['Peter Murphy'],1995 18,man 1. maj 1995,1. maj,spotify:track:6Y3yWekGzsSQzfFMpzw4fx
1269,Tomorrow,['The Cardigans'],1995 17,man 24. april 1995,24. apr,spotify:track:06sEskq9UwgMsQ0LMpll7D
1270,It Sure Was Better Back Then,['Steve Forbert'],1995 16,man 17. april 1995,17. apr,spotify:track:7ExU7Rm36UHTe1wrGmKoxb
1271,GrÃ¦der lidt,['De Buur'],1995 15,man 10. april 1995,10. apr,
1272,Sick of myself,['Matthew Sweet'],1995 14,man 3. april 1995,3. apr,spotify:track:4inXYz8i3xRpNbxZJ99Clo
1273,Then you'll know why,['Drori-Hansen Furniture'],1995 13,man 27. marts 1995,27. mar,spotify:track:02aLY18HNwxvF6skAsha3v
1274,Wake up boo,['The Boo Radleys'],1995 12,man 20. marts 1995,20. mar,spotify:track:15RgdXlKJQTNMsR4hAzIGh
1275,Alright Guy,['Todd Snider'],1995 11,man 13. marts 1995,13. mar,spotify:track:4B8uqAx9KdldoCgEfNftXd
1276,Waking Up,['Elastica'],1995 10,man 6. marts 1995,6. mar,spotify:track:4Gz79kVUfXjvdChYYl2vh4
1277,Wonderland,['Wish'],1995 09,man 27. februar 1995,27. feb,
1278,Over My Shoulder,['Mike + The Mechanics'],1995 08,man 20. februar 1995,20. feb,spotify:track:0U9TKK9GYryei6Vn45TEdH
1279,Here and Now,['Del Amitri'],1995 07,man 13. februar 1995,13. feb,spotify:track:7txxGHc36NPgyyPf9VhtrM
1280,No Flagman Ahead,['Tab Two'],1995 06,man 6. februar 1995,6. feb,spotify:track:3ML7WdqpwTYLizPFBQTphD
1281,Where's Your Love Been,['Heliocentric World'],1995 05,man 30. januar 1995,30. jan,
1282,O Baby,['Siouxsie and the Banshees'],1995 04,man 23. januar 1995,23. jan,spotify:track:73NcxfLTBnkOAvncwtQRxU
1283,Skinny Legs,['Lyle Lovett'],1995 03,man 16. januar 1995,16. jan,spotify:track:5J97e4jMK7g9dN3YfstGuw
1284,Greedy People,['Electric Hippies'],1995 02,man 9. januar 1995,9. jan,spotify:track:4YaQ8HifxOSorpZ0k2Jnon
1285,Independent love song,['Scarlet'],1995 01,man 2. januar 1995,2. jan,spotify:track:5OWngYysEOZ5V2j0bsSpps
1286,Undecided,"[""Youssou N'Dour""]",1994 52,man 26. december 1994,26. dec,spotify:track:1FIXRQ8hG47XslrSMBSkoh
1287,Northern Bound Train,['Pete Droge'],1994 51,man 19. december 1994,19. dec,spotify:track:4OcqEHQ5gapn6WuRlpBhBa
1288,That's Just What You Are,['Aimee Mann'],1994 50,man 12. december 1994,12. dec,spotify:track:57MTxkAOX1jt4oZVu7mtOs
1289,Varje litet grÃ¦sstrÃ¥,['Staffan Hellstrand'],1994 49,man 5. december 1994,5. dec,spotify:track:2EWGuNNYl74Lvug9RH6hX9
1290,Friday Night,['Funky White Devils'],1994 48,man 28. november 1994,28. nov,spotify:track:1qVLWon6v7DLivVFcdJS0O
1291,Sunday Afternoon,['Airheads'],1994 47,man 21. november 1994,21. nov,spotify:track:2vhEQYdLAJ4VMxhv6vNEP6
1292,White Lie,['Foreigner'],1994 46,man 14. november 1994,14. nov,spotify:track:57QvO4gGDZOm0yI44rK6w0
1293,Gun Shy,['Shirtsville'],1994 45,man 7. november 1994,7. nov,spotify:track:2jKaefzevCATd8BkzdGHSP
1294,For Shame of Doing Wrong,['Syd Straw'],1994 44,man 31. oktober 1994,31. okt,spotify:track:0KrOYfBreQZ65twI7cKMSc
1295,Kingdom Come,['Lars Muhl'],1994 43,man 24. oktober 1994,24. okt,spotify:track:5CzgtjWqb2UG3iI6sUQSzD
1296,The Wild Ones,['Suede'],1994 42,man 17. oktober 1994,17. okt,spotify:track:10hLkl5k0NjO7QAJvoVzIy
1297,Yesterday Once More,['Redd Kross'],1994 41,man 10. oktober 1994,10. okt,spotify:track:3G0kzHUQGkhgWurrYEOQKd
1298,Mayday,['Monique'],1994 40,man 3. oktober 1994,3. okt,spotify:track:6814wXQ97TbLw37Mi3HA3h
1299,Shouldn't We Call It Love,['Family Spirit'],1994 39,man 26. september 1994,26. sep,spotify:track:4HAk68XfTdOts0Y4vMdjbf
1300,Motherless Child,['Eric Clapton'],1994 38,man 19. september 1994,19. sep,spotify:track:19GBNw5pGVKVF1xM0rUQz4
1301,Heart of Stone,['Dave Stewart'],1994 37,man 12. september 1994,12. sep,spotify:track:3h0f8yip8YEeY1vrA81yZy
1302,Lucky you,['The Lightning Seeds'],1994 36,man 5. september 1994,5. sep,spotify:track:4RG9Ulx2XrTg2achBTPaoo
1303,Dibi Dibi Rek,['Ismael Lo'],1994 35,man 29. august 1994,29. aug,spotify:track:5jPgpQrWbFrt3GNmc2pLcc
1304,Selling the drama,['Live'],1994 34,man 22. august 1994,22. aug,spotify:track:5hE3T2329sdMmIrHxjhQDL
1305,Dead Flowers,['Gilby Clarke'],1994 33,man 15. august 1994,15. aug,spotify:track:4eqm1ofDjKWDMaaBhcxZ9T
1306,Bad Reputation,['Freedy Johnston'],1994 32,man 8. august 1994,8. aug,spotify:track:5aNAOwr2QoRbvyRG7ZVrhf
1307,Sometimes Always,['The Jesus and Mary Chain'],1994 31,man 1. august 1994,1. aug,spotify:track:16vuZiAS0YQkQvAkRtI2d3
1308,Show Me Love,['Yaki-Da'],1994 30,man 25. juli 1994,25. jul,spotify:track:5ZVPbYKdViQtHMKndBQz9m
1309,Regulate,"['Warren G', 'Nate Dogg']",1994 29,man 18. juli 1994,18. jul,spotify:track:7nYvUtkQMx1v80S2FH2s9J
1310,Swamp thing,['The Grid'],1994 28,man 11. juli 1994,11. jul,spotify:track:53DZyJ7xXnTaUZ1VPdFWEn
1311,Hard Luck Woman,['Garth Brooks'],1994 27,man 4. juli 1994,4. jul,spotify:track:2JAGyaRqDo2pfzVyIA4uE3
1312,Wasting Time,['Collective Soul'],1994 26,man 27. juni 1994,27. jun,spotify:track:0aeevlXcioXAeaQbzIkU3v
1313,Deep Down,['Poul Halberg'],1994 25,man 20. juni 1994,20. jun,spotify:track:4Ge2LWjsucAkH8x4fHctvl
1314,Helt igennem respektabel,"['Peter Belli', 'Les Rivals']",1994 24,man 13. juni 1994,13. jun,spotify:track:7BMSNIiz377wOoX8ncCdTC
1315,FÃ¶rlist,['Nordman'],1994 23,man 6. juni 1994,6. jun,
1316,Least Complicated,['Indigo Girls'],1994 22,man 30. maj 1994,30. maj,spotify:track:5kcXxa3HIwWafqOOZ8OJRQ
1317,Visions,['Lena Fiagbe'],1994 21,man 23. maj 1994,23. maj,spotify:track:0VRMTWEJXDPQmoeFq58oof
1318,7 Seconds,"[""Youssou N'Dour"", 'Neneh Cherry']",1994 20,man 16. maj 1994,16. maj,spotify:track:76D5nfZbYzZYfUZKGy73jy
1319,The Only Thing I Care About,['E'],1994 19,man 9. maj 1994,9. maj,spotify:track:2Bu4c442mDMFWq0ye1Tr3J
